Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Randomise questionnaire elements?,Question Key,Response
3,1612031624511,30/01/2021 18:33:44,1612031624350,0,30/01/2021 18:33:44,39476,1,questionnaire-2kxl,,9540568,b7sdn7bx,2906179,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1440x900,1440x700,,,,Generic consent form,1,No,END QUESTIONNAIRE,9920
1,1612126877697,31/01/2021 21:01:17,1612126877537,0,31/01/2021 21:01:17,39476,1,questionnaire-2kxl,,9572237,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,Generic consent form,1,No,BEGIN QUESTIONNAIRE,
2,1612126883091,31/01/2021 21:01:23,1612126882993,0,31/01/2021 21:01:22,39476,1,questionnaire-2kxl,,9572237,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,Generic consent form,1,No,ConsentFlag,1
3,1612126883200,31/01/2021 21:01:23,1612126882994,0,31/01/2021 21:01:22,39476,1,questionnaire-2kxl,,9572237,3hz21dd5,2912330,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 88.0.4324.96,1280x800,1264x629,,,,Generic consent form,1,No,END QUESTIONNAIRE,5457
1,1612203272545,01/02/2021 18:14:32,1612203272055,0,01/02/2021 18:14:32,39476,1,questionnaire-2kxl,,9606661,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,Generic consent form,1,No,BEGIN QUESTIONNAIRE,
2,1612203276592,01/02/2021 18:14:36,1612203276235,0,01/02/2021 18:14:36,39476,1,questionnaire-2kxl,,9606661,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,Generic consent form,1,No,ConsentFlag,1
3,1612203276670,01/02/2021 18:14:36,1612203276241,0,01/02/2021 18:14:36,39476,1,questionnaire-2kxl,,9606661,8itq6xs7,2921652,,complete,,,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 88.0.4324.96,3440x1440,2201x1080,,,,Generic consent form,1,No,END QUESTIONNAIRE,4186
1,1620031065397,03/05/2021 08:37:45,1620031065286,1,03/05/2021 09:37:45,39476,1,questionnaire-2kxl,,12357436,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,Generic consent form,1,No,BEGIN QUESTIONNAIRE,
2,1620031081838,03/05/2021 08:38:01,1620031081806,1,03/05/2021 09:38:01,39476,1,questionnaire-2kxl,,12357436,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,Generic consent form,1,No,ConsentFlag,1
3,1620031082182,03/05/2021 08:38:02,1620031081808,1,03/05/2021 09:38:01,39476,1,questionnaire-2kxl,,12357436,ka60axn8,3730237,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 90.0.4430.93,1680x1050,1481x894,,,,Generic consent form,1,No,END QUESTIONNAIRE,16523
1,1620046709397,03/05/2021 12:58:29,1620046710335,1,03/05/2021 13:58:30,39476,1,questionnaire-2kxl,,12362455,qhrnwqnk,3731661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.93,1368x912,1368x770,,,,Generic consent form,1,No,BEGIN QUESTIONNAIRE,
2,1620046718404,03/05/2021 12:58:38,1620046719494,1,03/05/2021 13:58:39,39476,1,questionnaire-2kxl,,12362455,qhrnwqnk,3731661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.93,1368x912,1368x770,,,,Generic consent form,1,No,ConsentFlag,1
3,1620046718592,03/05/2021 12:58:38,1620046719496,1,03/05/2021 13:58:39,39476,1,questionnaire-2kxl,,12362455,qhrnwqnk,3731661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 90.0.4430.93,1368x912,1368x770,,,,Generic consent form,1,No,END QUESTIONNAIRE,9161
1,1620073123374,03/05/2021 20:18:43,1620073123326,2,03/05/2021 22:18:43,39476,1,questionnaire-2kxl,,12371897,b0qne8qy,3734675,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1366x768,1366x625,,,,Generic consent form,1,No,BEGIN QUESTIONNAIRE,
2,1620073135818,03/05/2021 20:18:55,1620073135611,2,03/05/2021 22:18:55,39476,1,questionnaire-2kxl,,12371897,b0qne8qy,3734675,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1366x768,1366x625,,,,Generic consent form,1,No,ConsentFlag,1
3,1620073135911,03/05/2021 20:18:55,1620073135613,2,03/05/2021 22:18:55,39476,1,questionnaire-2kxl,,12371897,b0qne8qy,3734675,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1366x768,1366x625,,,,Generic consent form,1,No,END QUESTIONNAIRE,12287
1,1620074240131,03/05/2021 20:37:20,1620074240372,2,03/05/2021 22:37:20,39476,1,questionnaire-2kxl,,12372196,up4rgm3o,3734775,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1366x768,1366x625,,,,Generic consent form,1,No,BEGIN QUESTIONNAIRE,
2,1620074262114,03/05/2021 20:37:42,1620074262316,2,03/05/2021 22:37:42,39476,1,questionnaire-2kxl,,12372196,up4rgm3o,3734775,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1366x768,1366x625,,,,Generic consent form,1,No,ConsentFlag,1
3,1620074262207,03/05/2021 20:37:42,1620074262318,2,03/05/2021 22:37:42,39476,1,questionnaire-2kxl,,12372196,up4rgm3o,3734775,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 77.0.3865.90,1366x768,1366x625,,,,Generic consent form,1,No,END QUESTIONNAIRE,21946
1,1645975909154,27/02/2022 15:31:49,1645975909050,0,27/02/2022 15:31:49,39476,1,questionnaire-2kxl,,19875260,0l8akva9,5891983,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.80,1440x900,1311x712,,,,Generic consent form,1,No,BEGIN QUESTIONNAIRE,
2,1645975944279,27/02/2022 15:32:24,1645975944218,0,27/02/2022 15:32:24,39476,1,questionnaire-2kxl,,19875260,0l8akva9,5891983,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.80,1440x900,1311x712,,,,Generic consent form,1,No,ConsentFlag,1
3,1645975944349,27/02/2022 15:32:24,1645975944220,0,27/02/2022 15:32:24,39476,1,questionnaire-2kxl,,19875260,0l8akva9,5891983,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 98.0.4758.80,1440x900,1311x712,,,,Generic consent form,1,No,END QUESTIONNAIRE,35170
1,1704784426206,09/01/2024 07:13:46,1704784425787,1,09/01/2024 08:13:45,39476,1,questionnaire-2kxl,,34033489,rqhvv90k,10068596,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,2560x1441,2560x1271,,,,Generic consent form,1,No,BEGIN QUESTIONNAIRE,
2,1704784435494,09/01/2024 07:13:55,1704784435112,1,09/01/2024 08:13:55,39476,1,questionnaire-2kxl,,34033489,rqhvv90k,10068596,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,2560x1441,2560x1271,,,,Generic consent form,1,No,ConsentFlag,1
3,1704784435660,09/01/2024 07:13:55,1704784435114,1,09/01/2024 08:13:55,39476,1,questionnaire-2kxl,,34033489,rqhvv90k,10068596,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,2560x1441,2560x1271,,,,Generic consent form,1,No,END QUESTIONNAIRE,9327
1,1705317235814,15/01/2024 11:13:55,1705317235713,0,15/01/2024 11:13:55,39476,1,questionnaire-2kxl,,34210812,ank1bv2u,10106060,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1920x1080,1512x757,,,,Generic consent form,1,No,BEGIN QUESTIONNAIRE,
2,1705317248628,15/01/2024 11:14:08,1705317248574,0,15/01/2024 11:14:08,39476,1,questionnaire-2kxl,,34210812,ank1bv2u,10106060,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1920x1080,1512x757,,,,Generic consent form,1,No,ConsentFlag,1
3,1705317248702,15/01/2024 11:14:08,1705317248577,0,15/01/2024 11:14:08,39476,1,questionnaire-2kxl,,34210812,ank1bv2u,10106060,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1920x1080,1512x757,,,,Generic consent form,1,No,END QUESTIONNAIRE,12864
1,1705324660003,15/01/2024 13:17:40,1705324659401,0,15/01/2024 13:17:39,39476,1,questionnaire-2kxl,,34216209,9ewh9d53,10107554,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1920x1080,1920x934,,,,Generic consent form,1,No,BEGIN QUESTIONNAIRE,
2,1705324676645,15/01/2024 13:17:56,1705324676011,0,15/01/2024 13:17:56,39476,1,questionnaire-2kxl,,34216209,9ewh9d53,10107554,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1920x1080,1920x934,,,,Generic consent form,1,No,ConsentFlag,1
3,1705324676713,15/01/2024 13:17:56,1705324676012,0,15/01/2024 13:17:56,39476,1,questionnaire-2kxl,,34216209,9ewh9d53,10107554,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1920x1080,1920x934,,,,Generic consent form,1,No,END QUESTIONNAIRE,16611
1,1705342213006,15/01/2024 18:10:13,1705342213023,0,15/01/2024 18:10:13,39476,1,questionnaire-2kxl,,34228122,zqucrifu,10110660,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1311x742,,,,Generic consent form,1,No,BEGIN QUESTIONNAIRE,
2,1705342215370,15/01/2024 18:10:15,1705342215423,0,15/01/2024 18:10:15,39476,1,questionnaire-2kxl,,34228122,zqucrifu,10110660,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1311x742,,,,Generic consent form,1,No,ConsentFlag,1
3,1705342215446,15/01/2024 18:10:15,1705342215424,0,15/01/2024 18:10:15,39476,1,questionnaire-2kxl,,34228122,zqucrifu,10110660,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1440x900,1311x742,,,,Generic consent form,1,No,END QUESTIONNAIRE,2401
END OF FILE
